Fuente,Material,Precio_BS,Fecha_Consulta
Tailoy,Colores Largos Ove Triangulares Tubo X 24 Und,40.1,2026-01-22
Tailoy,Témpera Artesco Set X 6 Colores + Pincel + Paleta,22.1,2026-01-22
Tailoy,Colores Largos Maped Colorpeps X 12 Und,29.5,2026-01-22
Tailoy,Marcadores Artesco Gruesos Aquamax 47 X 10 Unidades,32.1,2026-01-22
Tailoy,Colores Largos Acuarelables Artesco + Pincel + Sacapunta X 12 Und,34.3,2026-01-22
Tailoy,Colores Largos Artesco Triangulares X 48 Und,108.9,2026-01-22
Tailoy,Colores Largos Jumbo Vinifan Triangulares X 12 Und,39.1,2026-01-22
Tailoy,Plumón Maped Colorpeps Duo Colors X 10 Und,67.6,2026-01-22
Tailoy,Témpera Ove Neón X 6 Und,29.9,2026-01-22
Tailoy,Colores Largos Faber Castell Hexagonal + 6 Neón X 12 Und,63.6,2026-01-22
Tailoy,Colores Largos Faber Castell Hexagonal X 72 Und,127.5,2026-01-22
Tailoy,,0.0,2026-01-22
Tailoy,,0.0,2026-01-22
Libreria Brasil,Cuaderno empastado Cuadriculado 5mm Tamaño Medio Oficio TOP – 100 Hojas (Colores Varios),21.0,2026-01-22
Libreria Brasil,Cuaderno Espiral para Zurdos (Apertura Superior) Cuadriculado 5mm Tamaño Medio Oficio ABC – Colores Varios,17.0,2026-01-22
Libreria Brasil,Cuaderno Espiral Cuadriculado 5mm Tamaño Medio Oficio con Margen Color Marca ABC – Colores Varios,16.0,2026-01-22
Libreria Brasil,Cuaderno Espiral Cuadriculado 4mm Tamaño Oficio con Margen Color Marca ABC – Colores Varios,28.0,2026-01-22
Libreria Brasil,Cuaderno Espiral Cuadriculado 4mm Tamaño Carta Marca ABC – Colores Varios,23.0,2026-01-22
Libreria Brasil,Lapices de Colores hexagonales de 24 unidades marca Faber Castell,60.0,2026-01-22
Libreria Brasil,Lapices de Colores Triangulares de 12 unidades marca Faber Castell,38.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Madison de 30 cm,18.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Pelikan 30 cm – Kit Técnico con Compás de Precisión,29.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Maped de 30 cm – Set Clásico de 4 Piezas Rígidas,25.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Maped Geo Metric 30 cm – Kit Rígido y Ecológico (4 Piezas),30.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Maped Incassable – 30 cm Flexible e Irrompible,39.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Sabonis 30 cm – Kit Técnico Completo,27.0,2026-01-22
Libreria Brasil,Estuche Geométrico Técnico marca Keyroad 30 cm – Kit con Compás de Precisión,36.0,2026-01-22
Libreria Brasil,Estuche Geometrico marca Keyroad Drawing Set – 30 cm de Alta Precisión (4 Piezas),25.0,2026-01-22
Libreria Brasil,Estuche Geométrico marca Madison de 30 cm,18.0,2026-01-22
Libreria Brasil,Crayones de Cera Jumbo Cra-Z-Art – 8 Colores Brillantes para Manos Pequeñas,22.0,2026-01-22
Libreria Brasil,Caja de 96 Crayones Cra-Z-Art – ¡Incluye Tajador y un Marcador Sorpresa!,115.0,2026-01-22
Libreria Brasil,Crayones de Cera Cra-Z-Art – Set de 24 Colores de Calidad Escolar Superior,45.0,2026-01-22
Libreria Brasil,Set de 8 Crayones de Cera Cra-Z-Art – Colores Clásicos y Brillantes para Preescolar,10.0,2026-01-22
Libreria Brasil,Mega Set de 50 Marcadores Lavables SuperTip Cra-Z-Art – Punta Versátil para Trazos Finos y Gruesos,250.0,2026-01-22
Libreria Brasil,Set de 20 Marcadores Lavables Fineline Cra-Z-Art – Punta Fina de Alta Precisión,60.0,2026-01-22
Libreria Brasil,Set de 10 Marcadores Lavables Cra-Z-Art – Colores Brillantes y Ultra Lavables,48.0,2026-01-22
Libreria Brasil,Set de 8 Marcadores Lavables Cra-Z-Art – Colores Vibrantes y Fácil Limpieza,38.0,2026-01-22
Libreria Brasil,Set de 24 Lápices de Colores Retráctiles Cra-Z-Art Twist-up – Gran Variedad de Colores,95.0,2026-01-22
Libreria Brasil,Set de 15 Lápices de Colores Borrables Cra-Z-Art – 12 Colores + 3 Bonus de Regalo,56.0,2026-01-22
Libreria Brasil,Mega Set de 72 Lápices de Colores Cra-Z-Art,185.0,2026-01-22
Libreria Brasil,Set de 36 Lápices de Colores Cra-Z-Art – Paleta Profesional de Colores Brillantes,83.0,2026-01-22
Libreria Brasil,Set de 24 Lápices de Colores Cra-Z-Art – Gama Ampliada de Colores Brillantes,60.0,2026-01-22
Libreria Brasil,Set de 12 Lápices de Colores Cra-Z-Art – Colores Brillantes,30.0,2026-01-22
Libreria Brasil,Set de 12 EcoLápices de Colores Jumbo Triangulares Faber-Castell + 2 Ecolápices,68.0,2026-01-22
Libreria Brasil,"Crayola Colored Pencils 24, Colores del Mundo, Tonos de Piel Lápices de Colores",98.0,2026-01-22
Libreria Brasil,Colores Dinosaurio Faber Castell x 12+2 Efecto Multicolor,42.0,2026-01-22
Libreria Brasil,Colores Unicornio Faber Castell x 12+2 Efecto Multicolor,42.0,2026-01-22
Libreria Brasil,Set de Papelería Stitch Disney – Kit Escolar y de Oficina con Libreta y Accesorios,159.0,2026-01-22
Libreria Brasil,Maleta Kit de Colorear Carioca Color & Play Planet 48 Piezas,92.0,2026-01-22
Libreria Brasil,Maleta Kit de Dibujo Carioca Planet con 48 Marcadores y 12 Lápices,95.0,2026-01-22
Libreria Brasil,Maleta Set de Arte Carioca para Niños 84 Piezas | Premium Fun Kit,180.0,2026-01-22
Libreria Brasil,"Agenda Harry Potter 2026 con espiral doble, con elástico  dorado, tamaño 20 x 14 cm Marca Mooving",390.0,2026-01-22
Libreria Brasil,"Agenda Stitch 2026 con espiral doble, con elástico azul, tamaño 20 x 14 cm Marca Mooving",390.0,2026-01-22
Libreria Brasil,"Marcadores Super Tips, Punta cónica , Lavables con 150 unidades Marca Crayola",695.0,2026-01-22
Libreria Brasil,Mesa de Luz o Tablero LED para Calcar Con Pantalla Táctil Inteligente Tamaño 29.70 x 21 cm,160.0,2026-01-22
Libreria Brasil,Mesa de Luz o Tablero LED para Calcar Con Pantalla Táctil Inteligente Tamaño 33.50 x 23.50 cm,200.0,2026-01-22
Libreria Brasil,"Cuaderno, Libreta, Notas tapa dura A5 hojas rayado Snoopy Modelo 1 con elástico Color Rojo Notes Mooving",113.0,2026-01-22
Libreria Brasil,"Cuaderno, Libreta, Notas tapa dura A5 hojas rayado Snoopy Modelo 2 con elástico Color Rosado Notes Mooving",113.0,2026-01-22
Libreria Brasil,"Cuaderno, Libreta, Notas tapa dura A5 hojas rayado Stitch Modelo 2 con elástico Color Celeste Notes Mooving",113.0,2026-01-22
Libreria Brasil,"Cuaderno, Libreta, Notas tapa dura A5 hojas rayado Stitch Modelo 1 con elástico Color Rosado Notes Mooving",113.0,2026-01-22
Libreria Brasil,"Cuaderno de Disco Snoopy, tamaño carta con 80 hojas de 90 gramos Loop Mooving",305.0,2026-01-22
Libreria Brasil,"Cuaderno de Disco Snoopy Modelo 2, tamaño A5 con 80 hojas de 90 gramos Loop Mooving",240.0,2026-01-22
Libreria Brasil,"Cuaderno de Disco Stitch Modelo 2, tamaño A5 con 80 hojas de 90 gramos Loop Mooving",240.0,2026-01-22
Libreria Brasil,"Cuaderno de Disco Stitch, tamaño carta con 80 hojas de 90 gramos Loop Mooving",305.0,2026-01-22
Libreria Brasil,Plastilina Escolar Colores Neón 10 colores Marca Pelikan,13.0,2026-01-22
Libreria Brasil,Plastilina Escolar 10 unidades Colores Pasteles Marca Pelikan,13.0,2026-01-22
Libreria Brasil,Plastilina Jumbo escolar de 12 unidades Marca Mango,35.0,2026-01-22
Libreria Brasil,"Cartuchera Box Harry Potter 2 con relieve, con elastico de compartimiento 1 cierre Marca Mooving",125.0,2026-01-22
Libreria Brasil,"Cartuchera Box PWR Lila con relieve, con elastico de compartimiento 1 cierre Marca Mooving",90.0,2026-01-22
Libreria Brasil,"Cartuchera Box Quitapesares Cool Grils con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Batman 2 con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Marvel 3 con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Marvel 2 con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Marvel con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Hello Kitty con relieve, con elastico de compartimiento 1 cierre Marca Mooving",135.0,2026-01-22
Libreria Brasil,"Cartuchera Box  Superman con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box GRL PWR con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Spider Man con relieve, con elastico de compartimiento 1 cierre Marca Mooving",135.0,2026-01-22
Libreria Brasil,"Cartuchera Box Mickey and Friends con relieve, con elastico de compartimiento 1 cierre Marca Mooving",135.0,2026-01-22
Libreria Brasil,"Cartuchera Box Snoopy con relieve, con elastico de compartimiento 1 cierre Marca Mooving",115.0,2026-01-22
Libreria Brasil,"Cartuchera Box Harry Potter con relieve, con elastico de compartimiento 1 cierre Marca Mooving",125.0,2026-01-22
Libreria Brasil,"Cartuchera Box  Stitch con relieve, con elastico de compartimiento 1 cierre Marca Mooving",135.0,2026-01-22
Libreria Brasil,Estuchera Tubo Minnie Mouse 1 cierre Marca Mooving,72.0,2026-01-22
Libreria Brasil,Estuchera Tubo Harry Potter Color Rojo 1 cierre Marca Mooving,90.0,2026-01-22
Libreria Brasil,Estuchera Tubo Snoopy 1 cierre Marca Mooving,92.0,2026-01-22
Libreria Brasil,Estuchera Tubo Quitapesares Diseño Argentino 1 cierre Marca Mooving,70.0,2026-01-22
Libreria Brasil,Estuchera Tubo Harry Potter 1 cierre Marca Mooving,90.0,2026-01-22
Libreria Brasil,Estuchera Tubo Mickeys y sus amigos 1 cierre Marca Mooving,95.0,2026-01-22
Libreria Brasil,Mochila Grande Negro 1818 Juvenil  Porta Laptop de hasta 15″,455.0,2026-01-22
Libreria Brasil,Mochila Chenson Grande 1818 Juvenil para mujer Porta Laptop de hasta 15″,396.0,2026-01-22
Libreria Brasil,Mochila Grande 1818 Juvenil para mujer Happy Girls  Porta Laptop de hasta 15″,380.0,2026-01-22
Libreria Brasil,Mochila Grande Juvenil para mujer Take me Black Porta Laptop de hasta 15″ Chenson,540.0,2026-01-22
Libreria Brasil,Mochila Grande Rosa 1818 Juvenil AMIB para mujer Porta Laptop de hasta 15″,410.0,2026-01-22
Libreria Brasil,"Mochila Grande Happy Girl, 5 años de Garantía, Marca Chenson",492.0,2026-01-22
Libreria Brasil,"Mochila Grande Dinosaurio, 5 años de Garantía, Marca Chenson",474.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas,  Hello Kitty  Marca Mooving",190.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Corderoy  Marca Mooving",170.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Harry Potter Cafe Marca Mooving",220.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, GRL PWR  Holografico- Quitapesares Girls Marca Mooving",175.0,2026-01-22
Libreria Brasil,"Estuchera de 2 Pisos con 2 Cierre con Relieve, Living The Dream – holografico- Quitapesares Marca Mooving",205.0,2026-01-22
Libreria Brasil,"Estuchera de 1 piso con 1 Cierre con relive, Gatito Quitapesares Girls – holografico – color Rosa Marca Mooving",135.0,2026-01-22
Libreria Brasil,"Estuchera de 2 Pisos con 2 Cierre con Relieve, Stitch Rosa Marca Mooving",176.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas,  Spider Man Marca Mooving",175.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Pusheen  Marca Mooving",225.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Hello Kitty Disneys Marca Mooving",198.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno,  DC  Marca Mooving",215.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Stitch  Marca Mooving",205.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Trend de tela 1 Cierre, Compartimiento y Elástico interno, Snoopy color rojo Disneys  Marca Mooving",220.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Marvel Marca Mooving",160.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Modelo 2 Stitch Disneys Marca Mooving",175.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Rocker Disneys Marca Mooving",150.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Minecraft Marca Mooving",165.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Rocker Marca Mooving",240.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Spider Man Negro Marca Mooving",275.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas,  Flash Marca Mooving",150.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas,  Play Station Marca Mooving",175.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Pusheen Marca Mooving",175.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas, Modelo 2 Harry Potter Disneys Marca Mooving",170.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Eva de 1 Cierre, Compartimiento y Ligas Modelo 2 Batman Color Negro y Amarillo  Marca Mooving",150.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Play Station  Marca Mooving",270.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Marvel Marca Mooving",270.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Stitch Marca Mooving",298.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Superman Marca Mooving",250.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Looney Tunes Marca Mooving",265.0,2026-01-22
Libreria Brasil,"Cartuchera o Estuchera Doble Eva con 2 Cierre, Compartimientos y ligas, Quitapesares Marca Mooving",265.0,2026-01-22
